symbol,name,exchange,price_180d_ago,past_date_used,price_today,return_pct,mktcap_cr,cap_bucket,sector,avg_daily_volume,avg_daily_value_rs,penny_flag,isin_norm,yahoo_ticker,adj_return_pct,live_today,raw_vs_adj_gap,corp_action,price_mismatch_pct,price_mismatch,adj_below_25
AJANTPHARM,Ajanta Pharma Limited,NSE,2684.2,2026-01-20,3419.4,27.39,,,,125633.0,372897568.0,False,INE031B01049,AJANTPHARM.NS,27.39,,0.0,False,,False,False
MCLOUD,Magellanic Cloud Limited,NSE,22.27,2026-01-20,28.37,27.39,,,,6457823.0,179227111.0,False,INE613C01026,MCLOUD.NS,27.39,,0.0,False,,False,False
KALYANKJIL,Kalyan Jewellers India Limited,NSE,451.45,2026-01-20,574.4,27.23,,,,10673230.0,4688026299.0,False,INE303R01014,KALYANKJIL.NS,27.23,,0.0,False,,False,False
VETO,Veto Switchgears And Cables Limited,NSE,102.5,2026-01-20,130.41,27.23,,,,63329.0,7838179.0,False,INE918N01018,VETO.NS,27.23,,0.0,False,,False,False
FLUOROCHEM,Gujarat Fluorochemicals Limited,NSE,3259.8,2026-01-20,4144.9,27.15,,,,95012.0,339964521.0,False,INE09N301011,FLUOROCHEM.NS,27.15,,0.0,False,,False,False
BLUEJET,Blue Jet Healthcare Limited,NSE,459.75,2026-01-20,584.55,27.15,,,,676649.0,311816613.0,False,INE0KBH01020,BLUEJET.NS,27.15,,0.0,False,,False,False
ASAL,Automotive Stampings and Assemblies Limited,NSE,410.9,2026-01-20,522.3,27.11,,,,28966.0,14388886.0,False,INE900C01027,ASAL.NS,27.11,,0.0,False,,False,False
GOLDTECH,AION-TECH SOLUTIONS LIMITED,NSE,44.42,2026-01-20,56.37,26.9,,,,74934.0,3683531.0,False,INE805A01014,GOLDTECH.NS,26.9,,0.0,False,,False,False
WINDMACHIN,Windsor Machines Limited,NSE,236.05,2026-01-20,299.5,26.88,,,,96599.0,27671038.0,False,INE052A01021,WINDMACHIN.NS,26.88,,0.0,False,,False,False
PONNIERODE,Ponni Sugars (Erode) Limited,NSE,256.75,2026-01-20,325.45,26.76,,,,19056.0,5610735.0,False,INE838E01017,PONNIERODE.NS,28.86,,2.1,False,,False,False
AERONEU,Aeroflex Neu Limited,NSE,70.58,2026-01-20,89.46,26.75,,,,53312.0,4407381.0,False,INE035801013,AERONEU.NS,26.75,,0.0,False,,False,False
EIEL,Enviro Infra Engineers Limited,NSE,173.84,2026-01-20,220.23,26.69,,,,3212833.0,641278322.0,False,INE0LLY01014,EIEL.NS,26.69,,0.0,False,,False,False
GLOTTIS,Glottis Limited,NSE,53.05,2026-01-20,67.2,26.67,,,,282575.0,16758936.0,False,INE0TQE01026,GLOTTIS.NS,26.67,,0.0,False,,False,False
KIRLOSBROS,Kirloskar Brothers Limited,NSE,1475.2,2026-01-20,1868.2,26.64,,,,145223.0,255263813.0,False,INE732A01036,KIRLOSBROS.NS,26.64,,0.0,False,,False,False
NACLIND,NACL Industries Limited,NSE,168.58,2026-01-20,213.45,26.62,,,,840156.0,159793752.0,False,INE295D01020,NACLIND.NS,26.62,,0.0,False,,False,False
IGARASHI,Igarashi Motors India Limited,NSE,361.45,2026-01-20,457.3,26.52,,,,249319.0,106056941.0,False,INE188B01013,IGARASHI.NS,26.52,,0.0,False,,False,False
UYFINCORP,U. Y. Fincorp Limited,NSE,13.24,2026-01-20,16.75,26.51,,,,114305.0,1681511.0,False,INE152C01025,UYFINCORP.NS,26.51,,0.0,False,,False,False
MINDACORP,Minda Corporation Limited,NSE,536.15,2026-01-20,678.3,26.51,,,,394619.0,232551410.0,False,INE842C01021,MINDACORP.NS,26.64,,0.13,False,,False,False
RELTD,Ravindra Energy Limited,NSE,140.36,2026-01-20,177.56,26.5,,,,531890.0,79562179.0,False,INE206N01018,RELTD.NS,26.5,,0.0,False,,False,False
SEAMECLTD,Seamec Limited,NSE,1092.0,2026-01-20,1380.4,26.41,,,,82252.0,113307096.0,False,INE497B01018,SEAMECLTD.NS,26.41,,0.0,False,,False,False
DATAMATICS,Datamatics Global Services Limited,NSE,669.35,2026-01-20,846.0,26.39,,,,175867.0,140836233.0,False,INE365B01017,DATAMATICS.NS,26.39,,0.0,False,,False,False
ESAFSFB,ESAF Small Finance Bank Limited,NSE,27.85,2026-01-20,35.2,26.39,,,,1012113.0,30397960.0,False,INE818W01011,ESAFSFB.NS,26.39,,0.0,False,,False,False
ONIDA,Onida Electronics Limited,NSE,31.01,2026-01-20,39.19,26.38,,,,1581202.0,56842353.0,False,INE831A01028,ONIDA.NS,26.38,,0.0,False,,False,False
514330,One Global Service Provider Ltd,BSE,477.1,2026-01-20,602.9,26.37,,,,40845.0,22699527.0,False,INE670O01013,514330.BO,26.37,602.9,0.0,False,0.0,False,False
BHAGERIA,Bhageria Industries Limited,NSE,161.07,2026-01-20,203.49,26.34,,,,80921.0,15103504.0,False,INE354C01027,BHAGERIA.NS,26.34,,0.0,False,,False,False
RATNAVEER,Ratnaveer Precision Engineering Limited,NSE,143.05,2026-01-20,180.66,26.29,,,,1771540.0,291115582.0,False,INE05CZ01011,RATNAVEER.NS,26.29,,0.0,False,,False,False
NOCIL,NOCIL Limited,NSE,128.9,2026-01-20,162.7,26.22,,,,2067665.0,341879834.0,False,INE163A01018,NOCIL.NS,26.22,,0.0,False,,False,False
VAIBHAVGBL,Vaibhav Global Limited,NSE,207.64,2026-01-20,262.07,26.21,,,,473171.0,110186230.0,False,INE884A01027,VAIBHAVGBL.NS,27.86,,1.65,False,,False,False
VIPULLTD,Vipul Limited,NSE,12.4,2026-01-20,15.64,26.13,,,,648850.0,8128581.0,False,INE946H01037,VIPULLTD.NS,26.13,,0.0,False,,False,False
NIITLTD,NIIT Limited,NSE,77.05,2026-01-20,97.17,26.11,,,,1493604.0,134656067.0,False,INE161A01038,NIITLTD.NS,26.11,,0.0,False,,False,False
FINEORG,Fine Organic Industries Limited,NSE,4009.5,2026-01-20,5056.0,26.1,,,,15111.0,69468578.0,False,INE686Y01026,FINEORG.NS,26.1,,0.0,False,,False,False
REFEX,Refex Industries Limited,NSE,243.3,2026-01-20,306.8,26.1,,,,1687578.0,478527387.0,False,INE056I01025,REFEX.NS,26.1,,0.0,False,,False,False
ENGINERSIN,Engineers India Limited,NSE,180.61,2026-01-20,227.66,26.05,,,,6013538.0,1319599396.0,False,INE510A01028,ENGINERSIN.NS,26.98,,0.93,False,,False,False
500449,Hindustan Organic Chemicals Ltd,BSE,29.55,2026-01-20,37.22,25.96,,,,66675.0,2264397.0,False,INE048A01011,500449.BO,25.96,37.22,0.0,False,0.0,False,False
BFINVEST,BF Investment Limited,NSE,376.25,2026-01-20,473.7,25.9,,,,75263.0,36080885.0,False,INE878K01010,BFINVEST.NS,28.69,,2.79,False,,False,False
RATNAMANI,Ratnamani Metals & Tubes Limited,NSE,2052.4,2026-01-20,2582.8,25.84,,,,53845.0,131951665.0,False,INE703B01027,RATNAMANI.NS,25.84,,0.0,False,,False,False
STLNETWORK,STL Networks Limited,NSE,19.47,2026-01-20,24.46,25.63,,,,2523212.0,63776325.0,False,INE1VXE01018,STLNETWORK.NS,25.63,,0.0,False,,False,False
DSSL,Dynacons Systems & Solutions Limited,NSE,968.3,2026-01-20,1214.8,25.46,,,,178830.0,207556151.0,False,INE417B01040,DSSL.NS,25.46,,0.0,False,,False,False
524634,Alufluoride Ltd,BSE,391.45,2026-01-20,490.9,25.41,,,,12698.0,6257721.0,False,INE058F01019,524634.BO,26.49,490.9,1.08,False,0.0,False,False
DHAMPURSUG,Dhampur Sugar Mills Limited,NSE,113.59,2026-01-20,142.44,25.4,,,,447178.0,61874675.0,False,INE041A01016,DHAMPURSUG.NS,27.15,,1.75,False,,False,False
CCL,CCL Products (India) Limited,NSE,950.6,2026-01-20,1191.4,25.33,,,,332130.0,359672331.0,False,INE421D01022,CCL.NS,25.67,,0.34,False,,False,False
RBLBANK,RBL Bank Limited,NSE,293.7,2026-01-20,368.1,25.33,,,,5592218.0,1833238413.0,False,INE976G01028,RBLBANK.NS,25.33,,0.0,False,,False,False
SPECIALITY,Speciality Restaurants Limited,NSE,102.99,2026-01-20,129.06,25.31,,,,58962.0,6634820.0,False,INE247M01014,SPECIALITY.NS,25.31,,0.0,False,,False,False
POLYCAB,Polycab India Limited,NSE,7074.5,2026-01-20,8862.0,25.27,,,,421705.0,3422966246.0,False,INE455K01017,POLYCAB.NS,25.86,,0.59,False,,False,False
IFCI,IFCI Limited,NSE,57.62,2026-01-20,72.17,25.25,,,,40446596.0,2830634471.0,False,INE039A01010,IFCI.NS,25.25,,0.0,False,,False,False
SMSPHARMA,SMS Pharmaceuticals Limited,NSE,309.65,2026-01-20,387.75,25.22,,,,407386.0,152373464.0,False,INE812G01025,SMSPHARMA.NS,25.22,,0.0,False,,False,False
MRPL,Mangalore Refinery and Petrochemicals Limited,NSE,139.41,2026-01-20,174.49,25.16,,,,12750142.0,2231990894.0,False,INE103A01014,MRPL.NS,27.8,,2.64,False,,False,False
STAR,Strides Pharma Science Limited,NSE,859.65,2026-01-20,1074.9,25.04,,,,311613.0,302492936.0,False,INE939A01011,STAR.NS,25.04,,0.0,False,,False,False
MAHABANK,Bank of Maharashtra,NSE,63.92,2026-01-20,79.9,25.0,,,,21829321.0,1564977073.0,False,INE457A01014,MAHABANK.NS,26.91,,1.91,False,,False,False
LENSKART,Lenskart Solutions Limited,NSE,429.75,2026-01-20,537.2,25.0,,,,4685761.0,2318882936.0,False,INE956O01016,LENSKART.NS,25.0,,0.0,False,,False,False
