symbol,name,exchange,yahoo_ticker,close,rsi,adx,macd_hist,vol_spike,dist_52wh_pct,adv_value_cr,atr_pct,prime_score,not_extended,checks
MAHSCOOTER,Maharashtra Scooters Limited,NSE,MAHSCOOTER.NS,13005.0,62.2,12.2,37.58,0.77,-29.85,5.95,2.57,6,True,110011101
MANAPPURAM,Manappuram Finance Limited,NSE,MANAPPURAM.NS,322.85,55.9,12.4,0.099,1.93,-3.34,109.54,2.92,8,True,110111111
PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,NSE,PUNJABCHEM.NS,1123.0,68.4,27.9,10.429,7.31,-32.59,2.09,4.24,9,True,111111111
MARUTI,Maruti Suzuki India Limited,NSE,MARUTI.NS,14375.0,67.0,14.9,100.513,3.21,-17.24,633.1,2.28,8,True,110111111
MANAKCOAT,Manaksia Coated Metals & Industries Limited,NSE,MANAKCOAT.NS,113.75,60.2,20.2,0.355,4.55,-37.78,2.83,4.0,7,True,111111100
MCX,Multi Commodity Exchange of India Limited,NSE,MCX.NS,2957.4,54.3,21.9,19.363,2.73,-15.02,965.64,3.25,7,True,011101111
MCLOUD,Magellanic Cloud Limited,NSE,MCLOUD.NS,31.71,65.7,33.4,0.428,3.73,-69.92,23.92,6.14,6,True,110111100
MAYURUNIQ,Mayur Uniquoters Ltd,NSE,MAYURUNIQ.NS,880.5,71.8,42.3,0.71,1.41,-1.51,23.99,3.98,6,False,110011110
MEDANTA,Global Health Limited,NSE,MEDANTA.NS,1345.0,73.0,39.8,4.778,0.84,-7.66,31.72,2.36,7,True,110011111
MEESHO,Meesho Limited,NSE,MEESHO.NS,189.86,59.8,26.9,2.295,1.12,-25.37,666.84,4.2,7,False,111011101
MBAPL,Madhya Bharat Agro Products Limited,NSE,MBAPL.NS,601.15,68.4,24.2,2.712,2.52,-1.6,11.2,3.59,8,False,111111110
METROPOLIS,Metropolis Healthcare Limited,NSE,METROPOLIS.NS,545.05,54.5,21.5,-0.922,2.25,-9.16,26.19,3.9,6,True,001110111
MBEL,M & B Engineering Limited,NSE,MBEL.NS,328.6,67.3,25.0,2.926,2.39,-38.68,5.19,3.74,7,True,111111100
MAXHEALTH,Max Healthcare Institute Limited,NSE,MAXHEALTH.NS,1133.7,68.1,32.6,9.425,1.95,-13.74,271.53,2.53,8,True,110111111
MAHLOG,Mahindra Logistics Limited,NSE,MAHLOG.NS,376.75,59.2,26.5,3.574,0.54,-16.28,8.2,3.13,7,True,111011011
MAHLIFE,Mahindra Lifespace Developers Limited,NSE,MAHLIFE.NS,372.0,72.2,23.7,2.76,1.61,-12.89,6.21,2.72,9,True,111111111
LICHSGFIN,LIC Housing Finance Limited,NSE,LICHSGFIN.NS,552.5,51.3,16.2,0.775,3.41,-14.54,88.42,2.3,6,True,010101111
LICI,Life Insurance Corporation Of India,NSE,LICI.NS,431.2,58.5,30.4,0.586,0.95,-11.18,186.45,2.19,6,True,110010111
LEMONTREE,Lemon Tree Hotels Limited,NSE,LEMONTREE.NS,119.55,60.8,17.9,0.748,0.91,-33.83,37.9,2.61,6,True,110011101
LINDEINDIA,Linde India Limited,NSE,LINDEINDIA.NS,7178.0,51.0,19.6,20.22,4.67,-10.82,30.84,2.73,8,True,011111111
LALPATHLAB,Dr. Lal Path Labs Ltd.,NSE,LALPATHLAB.NS,1651.8,55.8,23.9,-2.554,0.82,-8.39,104.69,3.29,6,True,101010111
LENSKART,Lenskart Solutions Limited,NSE,LENSKART.NS,527.85,61.9,14.2,2.095,1.06,-5.34,349.89,2.78,6,False,110011101
LODHA,Lodha Developers Limited,NSE,LODHA.NS,1007.65,69.0,25.2,8.186,1.89,-31.05,208.36,2.92,8,True,111111101
LLOYDSME,Lloyds Metals And Energy Limited,NSE,LLOYDSME.NS,1817.1,59.7,18.9,4.873,1.97,-3.79,97.81,2.91,8,False,111101111
LAURUSLABS,Laurus Labs Limited,NSE,LAURUSLABS.NS,1512.0,68.7,39.6,3.765,5.46,-1.25,303.02,2.58,7,False,110111110
MACPOWER,Macpower CNC Machines Limited,NSE,MACPOWER.NS,1387.9,76.4,33.7,35.721,13.38,-2.26,5.67,4.87,6,False,010111110
M&MFIN,Mahindra & Mahindra Financial Services Limited,NSE,M&MFIN.NS,318.45,59.4,14.2,3.024,3.47,-22.74,110.0,3.24,7,True,110111011
LXCHEM,Laxmi Organic Industries Limited,NSE,LXCHEM.NS,159.83,56.7,21.1,-0.068,0.27,-33.68,29.82,3.57,7,True,101011111
LOTUSDEV,Sri Lotus Developers and Realty Limited,NSE,LOTUSDEV.NS,149.51,60.4,17.7,0.79,2.61,-31.57,8.55,3.15,7,True,110111101
MAHABANK,Bank of Maharashtra,NSE,MAHABANK.NS,91.01,63.3,28.9,0.05,3.02,-3.69,138.45,2.74,9,False,111111111
LUPIN,Lupin Limited,NSE,LUPIN.NS,2391.8,62.4,24.0,9.857,1.86,-4.1,253.66,1.86,9,True,111111111
NHPC,NHPC Limited,NSE,NHPC.NS,79.6,56.6,25.0,0.593,2.97,-11.31,222.02,2.47,9,True,111111111
LTF,L&T Finance Limited,NSE,LTF.NS,314.25,71.3,26.7,3.178,4.96,-4.61,156.42,2.65,9,True,111111111
NESTLEIND,Nestle India Limited,NSE,NESTLEIND.NS,1449.0,60.6,17.0,5.316,1.71,-3.28,284.7,2.06,6,True,110100111
NELCAST,Nelcast Limited,NSE,NELCAST.NS,152.03,66.2,26.4,0.647,4.74,-15.96,3.51,4.3,9,True,111111111
NELCO,NELCO Limited,NSE,NELCO.NS,928.15,71.9,44.8,9.122,1.17,-10.71,38.87,4.35,6,False,110010111
NETWEB,Netweb Technologies India Limited,NSE,NETWEB.NS,4418.5,45.4,24.0,-82.525,1.53,-15.74,882.63,5.18,6,False,001110111
NEULANDLAB,Neuland Laboratories Limited,NSE,NEULANDLAB.NS,19002.0,75.8,32.6,124.035,1.17,-3.77,100.58,2.84,6,False,010011111
NAVINFLUOR,Navin Fluorine International Limited,NSE,NAVINFLUOR.NS,7520.5,57.2,29.3,0.62,0.65,-3.71,148.5,2.66,7,True,111010111
NAVKARCORP,Navkar Corporation Limited,NSE,NAVKARCORP.NS,111.81,63.4,32.7,0.443,1.23,-20.25,6.84,4.21,7,True,110011111
NEOGEN,Neogen Chemicals Limited,NSE,NEOGEN.NS,1975.8,57.7,26.7,-7.863,7.7,-5.46,20.84,4.1,8,False,101111111
NAZARA,Nazara Technologies Limited,NSE,NAZARA.NS,306.4,65.6,32.5,0.639,1.23,-15.65,93.35,2.92,6,True,110010111
NAVNETEDUL,Navneet Education Limited,NSE,NAVNETEDUL.NS,148.23,62.9,25.6,0.899,4.11,-12.03,2.41,2.61,9,True,111111111
NDRAUTO,Ndr Auto Components Limited,NSE,NDRAUTO.NS,872.0,63.8,20.5,1.19,2.18,-28.52,3.23,3.68,8,True,111110111
NORTHARC,Northern Arc Capital Limited,NSE,NORTHARC.NS,311.45,64.2,35.1,0.782,1.49,-3.19,23.74,3.81,7,True,110011111
NIACL,The New India Assurance Company Limited,NSE,NIACL.NS,186.63,59.4,28.9,0.221,1.72,-14.39,144.84,4.87,9,True,111111111
NRBBEARING,NRB Bearing Limited,NSE,NRBBEARING.NS,432.65,62.7,38.0,-3.251,2.97,-7.47,47.9,4.58,7,False,100111111
NOCIL,NOCIL Limited,NSE,NOCIL.NS,179.84,57.5,27.2,1.159,0.48,-12.06,25.82,3.78,7,True,111010111
NPST,Network People Services Technologies Limited,NSE,NPST.NS,1646.9,64.2,30.8,-9.702,2.34,-31.04,6.26,5.22,6,True,100110111
NH,Narayana Hrudayalaya Ltd.,NSE,NH.NS,1982.5,59.6,12.7,5.43,2.75,-5.42,63.16,2.54,7,True,110110111
NITINSPIN,Nitin Spinners Limited,NSE,NITINSPIN.NS,559.75,57.6,55.5,-1.896,0.75,-3.57,10.74,3.98,6,False,100011111
NIITLTD,NIIT Limited,NSE,NIITLTD.NS,104.92,62.7,39.4,-0.516,1.4,-20.58,26.87,5.67,6,False,100011111
NITCO,Nitco Limited,NSE,NITCO.NS,116.0,68.8,27.4,0.709,1.1,-29.25,15.68,4.94,7,True,111010111
MONARCH,Monarch Networth Capital Limited,NSE,MONARCH.NS,346.6,58.3,19.3,-1.586,0.47,-13.09,4.89,3.28,7,True,101011111
MOLDTKPAC,Mold-Tek Packaging Limited,NSE,MOLDTKPAC.NS,714.0,59.9,29.2,-0.205,1.81,-20.04,12.18,3.78,8,True,101111111
MINDACORP,Minda Corporation Limited,NSE,MINDACORP.NS,712.9,79.9,45.6,2.068,1.51,0.0,36.92,2.89,6,False,010111110
MIDHANI,Mishra Dhatu Nigam Limited,NSE,MIDHANI.NS,427.95,52.6,26.8,-2.926,0.75,-6.56,56.63,3.7,6,True,001011111
MOTHERSON,Samvardhana Motherson International Limited,NSE,MOTHERSON.NS,146.95,56.0,36.3,-0.428,3.28,-5.35,317.35,2.86,6,True,100110111
MOREPENLAB,Morepen Laboratories Limited,NSE,MOREPENLAB.NS,59.55,69.5,40.5,0.867,5.54,-10.32,49.13,4.66,8,False,110111111
MOBIKWIK,One Mobikwik Systems Limited,NSE,MOBIKWIK.NS,211.8,69.0,19.6,1.557,0.92,-36.59,66.4,3.15,6,True,111011100
MMFL,MM Forgings Limited,NSE,MMFL.NS,487.5,63.6,11.7,2.223,8.35,-7.49,4.32,3.84,7,True,110101111
MOTILALOFS,Motilal Oswal Financial Services Limited,NSE,MOTILALOFS.NS,952.2,64.3,30.8,0.629,1.13,-13.21,92.74,2.63,7,True,110011111
MUTHOOTMF,Muthoot Microfin Limited,NSE,MUTHOOTMF.NS,217.26,66.4,31.9,1.444,1.83,-2.53,8.32,3.76,7,False,110111110
NACLIND,NACL Industries Limited,NSE,NACLIND.NS,214.66,65.9,28.3,3.225,11.78,-36.76,28.67,6.19,8,False,111111110
NAM-INDIA,Nippon Life India Asset Management Limited,NSE,NAM-INDIA.NS,1213.3,66.2,29.8,3.018,1.34,-1.64,116.74,2.85,6,False,111010110
MWL,Mangalam Worldwide Limited,NSE,MWL.NS,376.5,58.1,33.4,-1.517,2.2,-4.8,2.63,2.68,6,False,100110111
MPSLTD,MPS Limited,NSE,MPSLTD.NS,1881.6,61.1,42.9,5.201,2.02,-36.75,3.76,3.35,6,True,110111100
MSPL,MSP Steel & Power Limited,NSE,MSPL.NS,42.96,57.0,20.9,-0.133,0.51,-6.85,10.96,4.06,7,False,101011111
MSUMI,Motherson Sumi Wiring India Limited,NSE,MSUMI.NS,41.25,61.9,20.8,0.434,1.76,-23.03,58.19,2.85,7,True,111111001
MSTCLTD,Mstc Limited,NSE,MSTCLTD.NS,710.0,71.7,52.3,0.515,1.37,-3.01,90.48,4.6,7,False,110011111
MUFIN,Mufin Green Finance Limited,NSE,MUFIN.NS,135.77,69.5,19.9,0.628,2.18,-1.62,21.79,3.02,8,False,111111110
RUSTOMJEE,Keystone Realtors Limited,NSE,RUSTOMJEE.NS,432.4,66.0,22.0,5.207,31.57,-37.96,8.85,3.72,7,True,111111100
MUNJALAU,Munjal Auto Industries Limited,NSE,MUNJALAU.NS,98.59,56.6,30.8,-0.2,12.6,-13.93,5.6,4.73,7,True,100111111
TSFINV,TSF INVESTMENTS LIMITED,NSE,TSFINV.NS,450.0,70.8,22.0,6.355,13.56,-35.85,5.74,3.31,8,True,111111110
TRIVENI,Triveni Engineering & Industries Limited,NSE,TRIVENI.NS,450.5,76.5,39.0,4.896,9.01,-2.65,17.71,3.21,6,True,010111110
TTKPRESTIG,TTK Prestige Limited,NSE,TTKPRESTIG.NS,649.2,80.4,47.1,9.647,1.5,-15.82,23.49,3.44,7,True,010111111
TVSHLTD,TVS Holdings Limited,NSE,TVSHLTD.NS,14157.0,62.7,17.9,89.921,1.2,-13.13,5.37,2.38,6,True,110011011
TVSSCS,TVS Supply Chain Solutions Limited,NSE,TVSSCS.NS,136.73,60.4,25.9,-0.278,1.9,-3.91,7.83,3.79,7,True,101110111
TVSMOTOR,TVS Motor Company Limited,NSE,TVSMOTOR.NS,3615.0,62.1,12.1,17.287,3.71,-8.94,379.69,2.35,6,True,110110011
TVSELECT,TVS Electronics Limited,NSE,TVSELECT.NS,511.4,63.0,29.3,4.247,1.14,-30.83,6.46,4.46,8,True,111011111
TORNTPHARM,Torrent Pharmaceuticals Limited,NSE,TORNTPHARM.NS,4661.0,65.3,20.8,15.04,4.68,-1.73,196.69,2.2,8,True,111111110
TVSSRICHAK,TVS Srichakra Limited,NSE,TVSSRICHAK.NS,4299.0,66.1,27.6,8.076,1.8,-9.98,2.49,3.19,9,True,111111111
TRIDENT,Trident Limited,NSE,TRIDENT.NS,26.73,63.7,25.1,0.131,1.15,-20.59,16.73,2.64,8,True,111011111
TRANSRAILL,Transrail Lighting Limited,NSE,TRANSRAILL.NS,520.35,56.5,23.9,3.643,2.9,-39.2,34.86,2.69,6,True,111111000
TRENT,Trent Limited,NSE,TRENT.NS,3321.9,74.6,36.6,20.404,1.99,-46.92,396.84,2.48,6,True,110111100
TRAVELFOOD,Travel Food Services Limited,NSE,TRAVELFOOD.NS,1338.3,60.5,25.6,-0.273,0.46,-7.38,8.66,3.3,7,True,101011111
UNIMECH,Unimech Aerospace and Manufacturing Limited,NSE,UNIMECH.NS,1177.5,58.5,26.0,-4.23,2.36,-11.13,14.11,5.2,7,True,101110111
UNIPARTS,Uniparts India Limited,NSE,UNIPARTS.NS,657.35,57.6,33.3,-4.689,0.44,-6.86,14.16,3.59,6,False,100011111
UNIONBANK,Union Bank of India,NSE,UNIONBANK.NS,174.15,55.6,12.7,0.037,1.19,-15.25,226.74,2.12,6,True,110010111
UNIVCABLES,Universal Cables Limited,NSE,UNIVCABLES.NS,1228.0,53.7,28.6,-11.244,0.44,-11.72,40.55,6.3,6,False,001011111
UCOBANK,UCO Bank,NSE,UCOBANK.NS,27.26,58.1,23.2,-0.009,0.88,-20.29,22.43,2.49,6,True,101011101
UFBL,United Foodbrands Limited,NSE,UFBL.NS,672.95,65.8,37.7,-5.116,0.58,-7.61,22.99,5.67,6,False,100011111
UNITDSPR,United Spirits Limited,NSE,UNITDSPR.NS,1372.8,62.0,15.4,5.069,2.06,-7.74,118.57,2.1,8,True,110111111
URBANCO,Urban Company Limited,NSE,URBANCO.NS,132.91,56.6,27.6,0.233,2.16,-33.93,62.75,3.26,7,False,111110101
UJJIVANSFB,Ujjivan Small Finance Bank Limited,NSE,UJJIVANSFB.NS,61.51,67.6,29.5,0.606,2.39,-9.54,70.92,2.86,9,True,111111111
UNICHEMLAB,Unichem Laboratories Limited,NSE,UNICHEMLAB.NS,472.35,71.0,41.4,1.647,0.39,-28.21,32.07,4.52,7,True,110011111
TARSONS,Tarsons Products Limited,NSE,TARSONS.NS,263.1,62.7,38.5,1.376,0.38,-33.47,18.87,5.22,7,True,110011111
TEMBO,Tembo Global Industries Limited,NSE,TEMBO.NS,586.95,56.1,19.1,3.457,2.79,-29.87,8.57,3.91,7,True,111101011
TASTYBITE,Tasty Bite Eatables Limited,NSE,TASTYBITE.NS,8765.0,69.2,52.0,42.665,11.55,-26.7,4.58,3.87,8,True,110111111
TATACAP,Tata Capital Limited,NSE,TATACAP.NS,361.4,64.7,38.9,1.26,1.31,-4.88,114.85,3.14,6,False,110011101
TATACOMM,Tata Communications Limited,NSE,TATACOMM.NS,1921.7,49.1,25.0,-18.312,0.99,-8.92,146.46,3.67,6,True,001011111
TBOTEK,TBO Tek Limited,NSE,TBOTEK.NS,1517.0,70.7,42.3,6.064,6.76,-14.04,22.68,3.7,8,True,110111111
TFCILTD,Tourism Finance Corporation of India Limited,NSE,TFCILTD.NS,78.08,57.7,16.5,0.133,0.69,-7.72,38.63,3.56,6,True,110001111
TIMETECHNO,Time Technoplast Limited,NSE,TIMETECHNO.NS,183.73,59.2,12.9,0.874,2.41,-26.26,53.53,3.1,6,True,110111001
TIPSMUSIC,Tips Music Limited,NSE,TIPSMUSIC.NS,680.1,61.8,17.4,1.533,1.17,-6.42,25.56,3.29,7,True,110011111
TIRUPATIFL,Tirupati Forge Limited,NSE,TIRUPATIFL.NS,69.85,88.4,36.0,2.249,10.64,-3.38,3.7,5.1,7,False,010111111
TITAN,Titan Company Limited,NSE,TITAN.NS,4445.9,62.7,13.8,13.684,1.17,-3.45,450.97,2.1,6,True,110010111
TNPETRO,Tamilnadu PetroProducts Limited,NSE,TNPETRO.NS,99.34,70.0,28.6,0.756,1.18,-23.52,2.04,3.51,8,True,111011111
TINNARUBR,Tinna Rubber and Infrastructure Limited,NSE,TINNARUBR.NS,944.95,64.5,39.6,1.559,1.08,-11.57,5.92,4.51,7,True,110011111
THANGAMAYL,Thangamayil Jewellery Limited,NSE,THANGAMAYL.NS,6135.0,67.8,51.7,18.474,2.84,-6.65,98.43,5.16,8,False,110111111
TMCV,Tata Motors Limited,NSE,TMCV.NS,442.5,68.8,28.2,4.639,1.34,-13.06,368.59,3.17,7,False,111011101
THELEELA,Leela Palaces Hotels & Resorts Limited,NSE,THELEELA.NS,478.35,64.1,37.7,0.343,1.4,-6.39,19.64,3.27,6,True,110010111
TBZ,Tribhovandas Bhimji Zaveri Limited,NSE,TBZ.NS,191.36,63.7,45.6,-0.954,1.54,-12.2,12.71,4.45,7,True,100111111
THERMAX,Thermax Limited,NSE,THERMAX.NS,4879.5,54.2,49.9,8.517,2.77,-7.55,157.11,3.95,7,False,010111111
WELCORP,Welspun Corp Limited,NSE,WELCORP.NS,1490.3,64.0,32.5,3.655,2.71,-3.16,107.55,3.02,8,False,110111111
TI,Tilaknagar Industries Limited,NSE,TI.NS,453.85,58.9,19.9,2.825,2.12,-17.44,22.07,2.77,8,True,111101111
THYROCARE,Thyrocare Technologies Limited,NSE,THYROCARE.NS,552.2,61.3,48.1,-2.205,0.77,-4.5,29.93,3.94,6,False,100011111
USHAMART,Usha Martin Limited,NSE,USHAMART.NS,500.6,58.2,15.2,0.684,1.49,-5.1,40.05,2.9,7,True,110011111
WELENT,Welspun Enterprises Limited,NSE,WELENT.NS,615.8,76.7,39.8,3.746,2.99,-2.82,19.25,3.04,6,False,010111110
THEMISMED,Themis Medicare Limited,NSE,THEMISMED.NS,120.48,64.1,33.2,0.592,3.52,-18.59,3.88,5.93,8,True,110111111
WELSPUNLIV,Welspun Living Limited,NSE,WELSPUNLIV.NS,165.68,65.5,29.5,0.378,1.75,-3.11,43.74,3.25,9,False,111111111
WHEELS,Wheels India Limited,NSE,WHEELS.NS,1614.0,52.9,27.4,-2.802,3.27,-10.73,42.01,6.24,7,False,001111111
WENDT,Wendt (India) Limited,NSE,WENDT.NS,8127.0,66.4,46.6,39.536,2.81,-37.44,9.57,3.81,7,True,110111110
WEL,Wonder Electricals Limited,NSE,WEL.NS,103.96,69.4,25.0,1.54,3.33,-43.5,3.31,3.59,6,True,111111000
WANBURY,Wanbury Limited,NSE,WANBURY.NS,287.5,60.1,20.7,1.695,3.32,-8.79,2.96,4.81,8,True,111101111
WINDLAS,Windlas Biotech Limited,NSE,WINDLAS.NS,847.6,55.6,31.0,2.347,1.6,-22.8,4.24,3.27,7,True,110110111
WAAREERTL,Waaree Renewable Technologies Limited,NSE,WAAREERTL.NS,1039.7,64.8,19.9,6.966,2.37,-23.44,24.54,2.83,9,True,111111111
ZOTA,Zota Health Care LImited,NSE,ZOTA.NS,1436.5,74.2,49.2,14.778,2.58,-17.44,7.22,3.46,8,True,110111111
ZUARI,Zuari Agro Chemicals Limited,NSE,ZUARI.NS,233.1,55.4,25.3,0.205,0.44,-40.77,6.42,3.84,6,True,111011100
XPROINDIA,Xpro India Limited,NSE,XPROINDIA.NS,1496.1,77.0,47.1,10.899,1.53,-1.45,9.79,4.54,6,False,010111110
ZYDUSWELL,Zydus Wellness Limited,NSE,ZYDUSWELL.NS,585.4,71.7,36.3,7.047,19.68,-0.76,43.15,3.68,7,False,110111110
WSTCSTPAPR,West Coast Paper Mills Limited,NSE,WSTCSTPAPR.NS,531.7,61.0,16.8,2.053,6.42,-8.8,7.72,3.41,8,True,110111111
WABAG,VA Tech Wabag Limited,NSE,WABAG.NS,2049.3,70.3,43.9,8.175,2.43,-6.34,103.74,3.59,8,False,110111111
YATRA,Yatra Online Limited,NSE,YATRA.NS,116.69,68.8,29.6,0.819,1.86,-42.23,18.67,3.64,7,True,111111100
VENUSPIPES,Venus Pipes & Tubes Limited,NSE,VENUSPIPES.NS,1780.7,75.6,30.9,21.842,2.45,-1.94,17.79,3.59,6,False,010111110
YATHARTH,Yatharth Hospital & Trauma Care Services Limited,NSE,YATHARTH.NS,855.5,58.6,21.5,0.779,0.93,-3.87,35.96,2.92,8,True,111011111
UTKARSHBNK,Utkarsh Small Finance Bank Limited,NSE,UTKARSHBNK.NS,15.49,66.4,32.6,0.141,3.74,-37.39,12.19,4.63,6,True,110111100
UTLSOLAR,Fujiyama Power Systems Limited,NSE,UTLSOLAR.NS,350.0,67.3,16.5,1.563,1.67,-4.11,18.57,4.5,7,False,110111101
VARROC,Varroc Engineering Limited,NSE,VARROC.NS,659.95,70.8,27.4,3.066,3.79,-5.0,7.22,3.23,9,True,111111111
ZEEL,Zee Entertainment Enterprises Limited,NSE,ZEEL.NS,104.52,48.9,29.6,-1.649,1.74,-31.1,392.79,5.15,6,True,001110111
VISHNU,Vishnu Chemicals Limited,NSE,VISHNU.NS,628.0,61.3,17.0,0.368,0.71,-3.68,7.48,3.18,6,True,110010111
VIYASH,Viyash Scientific Limited,NSE,VIYASH.NS,293.8,75.5,61.3,2.434,2.08,-1.08,66.7,3.8,6,False,010111110
VMART,V-Mart Retail Limited,NSE,VMART.NS,788.5,66.5,33.6,0.147,0.97,-11.2,18.05,3.41,6,True,110010111
VIMTALABS,Vimta Labs Limited,NSE,VIMTALABS.NS,582.95,66.8,53.1,0.451,1.56,-35.42,18.14,3.76,7,True,110111110
VIJAYA,Vijaya Diagnostic Centre Limited,NSE,VIJAYA.NS,1396.1,61.5,33.3,2.589,6.03,-2.22,45.57,4.08,7,False,110111110
VIKRAN,Vikran Engineering Limited,NSE,VIKRAN.NS,74.75,56.7,20.3,0.354,11.42,-36.87,33.29,4.35,7,True,111111100
VINCOFE,Vintage Coffee And Beverages Limited,NSE,VINCOFE.NS,155.69,56.4,18.2,-0.714,1.16,-13.43,34.45,4.52,7,True,101011111
TARIL,Transformers And Rectifiers (India) Limited,NSE,TARIL.NS,358.6,64.9,23.4,2.353,3.67,-38.01,141.45,3.87,8,True,111111110
SHARDAMOTR,Sharda Motor Industries Limited,NSE,SHARDAMOTR.NS,907.25,69.9,20.5,11.064,2.13,-27.3,5.51,3.01,9,True,111111111
SHANTIGOLD,Shanti Gold International Limited,NSE,SHANTIGOLD.NS,221.27,50.3,30.8,-0.682,4.69,-19.27,29.51,4.09,6,True,000111111
SHAKTIPUMP,Shakti Pumps (India) Limited,NSE,SHAKTIPUMP.NS,575.0,59.0,26.5,2.256,1.62,-40.25,60.41,3.43,7,True,111111100
SHILCTECH,Shilchar Technologies Limited,NSE,SHILCTECH.NS,4512.6,57.6,26.7,21.708,0.6,-16.42,16.36,3.59,6,False,111010101
SGFIN,SG Finserve Limited,NSE,SGFIN.NS,673.15,74.9,38.1,7.061,10.57,-4.09,18.99,3.94,8,False,110111111
SETL,Standard Engineering Technology Limited,NSE,SETL.NS,296.55,90.9,54.5,10.394,6.35,0.0,19.15,4.53,6,False,010111110
SHAILY,Shaily Engineering Plastics Limited,NSE,SHAILY.NS,2900.5,54.6,22.2,-11.618,0.62,-10.31,109.46,4.09,6,False,001011111
SHILPAMED,Shilpa Medicare Limited,NSE,SHILPAMED.NS,587.75,61.4,59.9,-1.302,2.93,-4.43,63.09,4.63,7,False,100111111
SGMART,SG Mart Limited,NSE,SGMART.NS,613.45,61.2,25.5,1.182,1.58,-3.86,15.37,3.61,8,False,111111101
SIGMAADV,SIGMA ADVANCED SYSTEMS LIMITED,NSE,SIGMAADV.NS,564.7,64.0,61.2,-2.628,1.72,-11.5,18.71,4.94,7,False,100111111
SHRIRAMFIN,Shriram Finance Limited,NSE,SHRIRAMFIN.NS,1066.0,72.1,23.8,9.189,1.9,-3.79,578.12,2.5,9,True,111111111
SHREECEM,SHREE CEMENT LIMITED,NSE,SHREECEM.NS,26120.0,62.2,21.8,133.108,3.6,-19.61,66.37,2.29,7,True,111110101
SHRINGARMS,Shringar House of Mangalsutra Limited,NSE,SHRINGARMS.NS,230.54,70.9,12.1,1.681,1.53,-13.49,19.27,2.82,7,False,110111101
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,NSE,SHREEPUSHK.NS,397.95,58.6,24.6,2.235,0.43,-16.4,9.68,3.96,8,True,111011111
SIGNPOST,Signpost India Limited,NSE,SIGNPOST.NS,300.85,63.4,23.0,5.213,21.52,-7.15,18.7,6.34,9,False,111111111
SHRIPISTON,SPR Auto Technologies Limited,NSE,SHRIPISTON.NS,4302.1,75.8,46.4,64.242,2.22,-2.7,25.06,3.34,6,False,010111110
SAMBHV,Sambhv Steel Tubes Limited,NSE,SAMBHV.NS,114.0,58.9,18.6,0.593,1.12,-23.69,17.05,3.8,6,True,111000111
SAKSOFT,Saksoft Limited,NSE,SAKSOFT.NS,178.99,62.5,30.1,5.397,19.17,-29.53,126.2,6.44,8,True,110111111
SANDHAR,Sandhar Technologies Limited,NSE,SANDHAR.NS,721.85,61.1,28.5,-4.847,1.36,-5.42,46.83,4.6,7,False,101011111
SAMMAANCAP,Sammaan Capital Limited,NSE,SAMMAANCAP.NS,175.62,55.7,23.7,-0.963,3.47,-8.98,313.82,3.53,8,True,101111111
SANGAMIND,Sangam (India) Limited,NSE,SANGAMIND.NS,558.65,63.8,40.2,0.499,0.68,-3.17,3.64,3.68,7,True,110011111
SAKAR,Sakar Healthcare Limited,NSE,SAKAR.NS,831.5,57.4,31.5,-4.488,0.82,-6.57,14.71,5.09,6,False,100011111
SAIPARENT,Sai Parenterals Limited,NSE,SAIPARENT.NS,625.95,78.7,66.1,1.104,8.25,-11.34,16.56,4.62,6,False,010111101
SANGHVIMOV,Sanghvi Movers Limited,NSE,SANGHVIMOV.NS,444.0,69.5,45.7,0.535,1.18,-1.97,20.11,3.99,6,False,110011110
SAILIFE,Sai Life Sciences Limited,NSE,SAILIFE.NS,1238.1,61.3,29.9,-1.003,1.77,-1.74,74.8,3.0,7,False,101111110
SCHNEIDER,Schneider Electric Infrastructure Limited,NSE,SCHNEIDER.NS,1406.4,59.0,27.5,12.089,3.49,-4.25,55.44,5.02,9,False,111111111
SBIN,State Bank of India,NSE,SBIN.NS,1048.5,61.2,13.2,2.425,1.15,-15.08,1469.59,1.76,7,True,110011111
SANSTAR,Sanstar Limited,NSE,SANSTAR.NS,117.88,52.6,39.6,-0.664,1.5,-14.26,15.18,5.17,6,False,000111111
SBC,SBC Exports Limited,NSE,SBC.NS,42.18,66.3,26.2,0.108,0.64,-6.27,51.56,2.98,8,False,111011111
SAREGAMA,Saregama India Limited,NSE,SAREGAMA.NS,490.25,66.1,58.8,-0.386,0.58,-5.72,182.9,3.51,6,False,100011111
SANSERA,Sansera Engineering Limited,NSE,SANSERA.NS,3204.0,70.7,30.8,8.177,0.96,-2.05,87.04,3.1,6,False,110011110
SUNDARMFIN,Sundaram Finance Limited,NSE,SUNDARMFIN.NS,4575.1,57.4,19.8,31.146,2.89,-18.91,35.8,2.94,6,True,111110001
SUNDRMFAST,Sundram Fasteners Limited,NSE,SUNDRMFAST.NS,946.05,77.2,22.3,8.548,5.37,-12.4,8.7,2.46,8,True,011111111
SUPRIYA,Supriya Lifescience Limited,NSE,SUPRIYA.NS,987.3,60.5,43.4,-2.215,1.91,-9.0,53.74,4.89,7,False,100111111
SATIN,Satin Creditcare Network Limited,NSE,SATIN.NS,260.08,69.4,31.3,1.123,1.21,-0.31,27.99,4.14,6,False,110011110
